Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Intramembrane	Subcellular location [CC]	Topological domain	Transmembrane	Beta strand	Helix	Turn	RefSeq	BioGRID	STRING	Tissue specificity
P60205	reviewed	CALM_ASPOR	Calmodulin (CaM)	cmdA AO090003001227	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	149								XP_001820302.2;		510516.P60205;	
P60206	reviewed	CALM_AJECG	Calmodulin (CaM)	CAM1 HCBG_07827	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	149										447093.P60206;	
P61860	reviewed	CALM_COLTR	Calmodulin (CaM)		Colletotrichum trifolii	149											
P61861	reviewed	CALM_COLGL	Calmodulin (CaM)		Colletotrichum gloeosporioides (Anthracnose fungus) (Glomerella cingulata)	149											
P62144	reviewed	CALM_ANAPL	Calmodulin (CaM)	CALM CAM	Anas platyrhynchos (Mallard) (Anas boschas)	149					STRAND 25..28; /evidence="ECO:0007829|PDB:1UP5"; STRAND 61..65; /evidence="ECO:0007829|PDB:1UP5"; STRAND 134..137; /evidence="ECO:0007829|PDB:1UP5"	HELIX 7..20; /evidence="ECO:0007829|PDB:1UP5"; HELIX 30..39; /evidence="ECO:0007829|PDB:1UP5"; HELIX 46..56; /evidence="ECO:0007829|PDB:1UP5"; HELIX 66..93; /evidence="ECO:0007829|PDB:1UP5"; HELIX 103..112; /evidence="ECO:0007829|PDB:1UP5"; HELIX 119..129; /evidence="ECO:0007829|PDB:1UP5"; HELIX 139..146; /evidence="ECO:0007829|PDB:1UP5"					
P62145	reviewed	CALM_APLCA	Calmodulin (CaM)	CAM	Aplysia californica (California sea hare)	149								NP_001191509.1;			
P62146	reviewed	CALMA_ARBPU	Calmodulin-alpha (CaM A)		Arbacia punctulata (Punctuate sea urchin)	142					STRAND 25..28; /evidence="ECO:0007829|PDB:1UP5"; STRAND 61..65; /evidence="ECO:0007829|PDB:1UP5"; STRAND 134..137; /evidence="ECO:0007829|PDB:1UP5"	HELIX 7..20; /evidence="ECO:0007829|PDB:1UP5"; HELIX 30..39; /evidence="ECO:0007829|PDB:1UP5"; HELIX 46..56; /evidence="ECO:0007829|PDB:1UP5"; HELIX 66..93; /evidence="ECO:0007829|PDB:1UP5"; HELIX 103..112; /evidence="ECO:0007829|PDB:1UP5"; HELIX 119..129; /evidence="ECO:0007829|PDB:1UP5"; HELIX 139..142; /evidence="ECO:0007829|PDB:1UP5"					
P62147	reviewed	CALM1_BRAFL	Calmodulin-1 (CaM 1)		Branchiostoma floridae (Florida lancelet) (Amphioxus)	149										7739.XP_002593255.1;	
P62148	reviewed	CALM1_BRALA	Calmodulin-1 (CaM 1)		Branchiostoma lanceolatum (Common lancelet) (Amphioxus lanceolatum)	149											
P62150	reviewed	CALM_ORYLA	Calmodulin-A (CaM A)	calm1	Oryzias latipes (Japanese rice fish) (Japanese killifish)	136										8090.ENSORLP00000001797;	
P62156	reviewed	CALM_ONCSP	Calmodulin (CaM)	calm	Oncorhynchus sp. (Salmon)	149											
P62162	reviewed	CALM_HORVU	Calmodulin (CaM)	CAM	Hordeum vulgare (Barley)	149											
P62163	reviewed	CALM2_SOYBN	Calmodulin-2 (CaM-2)	CAM-2	Glycine max (Soybean) (Glycine hispida)	149					STRAND 98..102; /evidence="ECO:0007829|PDB:2RO9"; STRAND 134..138; /evidence="ECO:0007829|PDB:2RO9"	HELIX 82..93; /evidence="ECO:0007829|PDB:2RO9"; HELIX 103..112; /evidence="ECO:0007829|PDB:2RO9"; HELIX 119..129; /evidence="ECO:0007829|PDB:2RO9"; HELIX 139..147; /evidence="ECO:0007829|PDB:2RO9"		NP_001237883.1;		3847.GLYMA02G44350.1;	
P62199	reviewed	CALM1_PETHY	Calmodulin-1 (CaM-1)	CAM81	Petunia hybrida (Petunia)	149											
P62201	reviewed	CALM_LILLO	Calmodulin (CaM)		Lilium longiflorum (Trumpet lily)	149											
P62202	reviewed	CALM_BRYDI	Calmodulin (CaM) (BC329)		Bryonia dioica (Red bryony) (Bryonia cretica subsp. dioica)	149											
P62758	reviewed	NCALD_CHICK	Neurocalcin-delta	NCALD	Gallus gallus (Chicken)	193								NP_990474.1;	676316;	9031.ENSGALP00000021767;	
P62759	reviewed	NCALD_TAEGU	Neurocalcin-delta	NCALD	Taeniopygia guttata (Zebra finch) (Poephila guttata)	193								NP_001041719.1;			
P62764	reviewed	VISL1_CHICK	Visinin-like protein 1 (VILIP) (OZ1)	VSNL1	Gallus gallus (Chicken)	191								NP_990586.1;XP_015140438.1;XP_015140439.1;XP_015140440.1;XP_015140441.1;XP_015140442.1;	676449;	9031.ENSGALP00000026514;	TISSUE SPECIFICITY: Widely expressed in the brain but not detectable in liver, heart or skeletal muscle. {ECO:0000269|PubMed:1359372}.
P69098	reviewed	CALM_TRYBG	Calmodulin (CaM)		Trypanosoma brucei gambiense	149											
P69196	reviewed	POLC1_BRANA	Polcalcin Bra n 1 (Calcium-binding pollen allergen Bra n 1) (allergen Bra n 1)		Brassica napus (Rape)	79								XP_013649791.1;XP_013652416.1;XP_013706000.1;XP_013707438.1;			
P69197	reviewed	POLC1_BRACM	Polcalcin Bra r 1 (Calcium-binding pollen allergen Bra r 1) (allergen Bra r 1)		Brassica campestris (Field mustard)	79								XP_009126190.1;		3711.Bra023621.1-P;	
P69198	reviewed	POLC2_BRANA	Polcalcin Bra n 2 (Calcium-binding pollen allergen Bra n 2) (allergen Bra n 2)		Brassica napus (Rape)	83											
P69199	reviewed	POLC2_BRACM	Polcalcin Bra r 2 (Calcium-binding pollen allergen Bra r 2) (allergen Bra r 2)		Brassica campestris (Field mustard)	83										3711.Bra001077.1-P;	
P80026	reviewed	PRVM_CHICK	Parvalbumin, muscle		Gallus gallus (Chicken)	109									676708;	9031.ENSGALP00000020426;	
P80050	reviewed	PRVA_MACFU	Parvalbumin alpha (Parvalbumin, muscle)	PVALB	Macaca fuscata fuscata (Japanese macaque)	110											
P80322	reviewed	TNNC_BRALA	Troponin C		Branchiostoma lanceolatum (Common lancelet) (Amphioxus lanceolatum)	163											
P80364	reviewed	CCB23_HOMAM	Crustacean calcium-binding protein 23 (CCBP-23)		Homarus americanus (American lobster)	137											
P81074	reviewed	TNNC2_PRODO	Troponin C, skeletal muscle		Protopterus dolloi (Slender lungfish)	52											
P81660	reviewed	TNNC2_ANGAN	Troponin C, skeletal muscle (TNC)		Anguilla anguilla (European freshwater eel) (Muraena anguilla)	160											
P82159	reviewed	MLE1_CHERA	Myosin light chain 1, skeletal muscle isoform (LC-1) (LC1) (Myosin light chain alkali 1) (Myosin light chain A1)		Chelon ramada (Thin-lipped grey mullet) (Mugil ramada)	186											
P82160	reviewed	MLE3_CHERA	Myosin light chain 3, skeletal muscle isoform (LC-3) (LC3) (Myosin light chain alkali 2) (Myosin light chain A2)		Chelon ramada (Thin-lipped grey mullet) (Mugil ramada)	148											
P86739	reviewed	PRVB1_MACMG	Parvalbumin beta 1		Macruronus magellanicus (Patagonian grenadier) (Macruronus novaezelandiae magellanicus)	98											
P86740	reviewed	PRVB3_MACMG	Parvalbumin beta 3		Macruronus magellanicus (Patagonian grenadier) (Macruronus novaezelandiae magellanicus)	74											
P86742	reviewed	PRVB3_MACNO	Parvalbumin beta 3		Macruronus novaezelandiae (Blue grenadier) (Macruronus novaezelandiae novaezelandiae)	83											
P86744	reviewed	PRVB1_MACNO	Parvalbumin beta 1		Macruronus novaezelandiae (Blue grenadier) (Macruronus novaezelandiae novaezelandiae)	98											
P86746	reviewed	PRVB4_MERAA	Parvalbumin beta 4		Merluccius australis australis (Austral hake)	69											
P86751	reviewed	PRVB3_MERAP	Parvalbumin beta 3		Merluccius australis polylepis (Southern hake) (Gadus australis)	76											
P86754	reviewed	PRVB4_MERBI	Parvalbumin beta 4		Merluccius bilinearis (Silver hake)	94											
P86758	reviewed	PRVB3_MERGA	Parvalbumin beta 3		Merluccius gayi (South Pacific hake) (Merluccius gayi peruanus)	75											
P86760	reviewed	PRVB4_MERGA	Parvalbumin beta 4		Merluccius gayi (South Pacific hake) (Merluccius gayi peruanus)	91											
P86763	reviewed	PRVB3_MERHU	Parvalbumin beta 3		Merluccius hubbsi (Argentine hake) (Merluccius gayi)	86											
P86767	reviewed	PRVB4_MERME	Parvalbumin beta 4		Merluccius merluccius (European hake)	69											
P86770	reviewed	PRVB3_MERPA	Parvalbumin beta 3		Merluccius paradoxus (Deep-water Cape hake) (Merluccius capensis paradoxus)	95											
P86772	reviewed	PRVB3_MERPO	Parvalbumin beta 3		Merluccius polli (Benguela hake) (Merluccius cadenati)	69											
P86776	reviewed	PRVB3_MERPR	Parvalbumin beta 3		Merluccius productus (North Pacific hake) (Merlangus productus)	88											
P86986	reviewed	IMSP5_RUDPH	Insoluble matrix shell protein 5 (IMSP5)		Ruditapes philippinarum (Japanese littleneck clam) (Venerupis philippinarum)	135		SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:21221694}.									TISSUE SPECIFICITY: Component of the acid-insoluble organic matrix of the calcified shell. {ECO:0000269|PubMed:21221694}.
P93087	reviewed	CALM_CAPAN	Calmodulin (CaM)	CCM1	Capsicum annuum (Capsicum pepper)	149								XP_016544026.1;			
P93171	reviewed	CALM_HELAN	Calmodulin (CaM)	CAM	Helianthus annuus (Common sunflower)	149											
P94092	reviewed	POLC7_CYNDA	Polcalcin Cyn d 7 (Calcium-binding pollen allergen Cyn d 7) (Calcium-binding protein B1) (allergen Cyn d 7)		Cynodon dactylon (Bermuda grass) (Panicum dactylon)	80											
Q03975	reviewed	LPS1B_LYTPI	Calcium-binding protein LPS1-beta		Lytechinus pictus (Painted sea urchin)	243											TISSUE SPECIFICITY: Aboral ectoderm, a squamous epithelium covering the surface of the late stage embryo and larva.
Q06827	reviewed	CATR_SCHDU	Caltractin (Centrin)		Scherffelia dubia (Green alga) (Chlamydomonas dubia)	168					STRAND 41..44; /evidence="ECO:0007829|PDB:3KF9"; STRAND 74..81; /evidence="ECO:0007829|PDB:3KF9"; STRAND 114..117; /evidence="ECO:0007829|PDB:3KF9"; STRAND 148..153; /evidence="ECO:0007829|PDB:3KF9"	HELIX 23..36; /evidence="ECO:0007829|PDB:3KF9"; HELIX 46..55; /evidence="ECO:0007829|PDB:3KF9"; HELIX 62..72; /evidence="ECO:0007829|PDB:3KF9"; HELIX 82..88; /evidence="ECO:0007829|PDB:3KF9"; HELIX 95..109; /evidence="ECO:0007829|PDB:3KF9"; HELIX 119..128; /evidence="ECO:0007829|PDB:3KF9"; HELIX 135..146; /evidence="ECO:0007829|PDB:3KF9"; HELIX 155..161; /evidence="ECO:0007829|PDB:3KF9"; HELIX 165..167; /evidence="ECO:0007829|PDB:3KF9"					
Q06AT0	reviewed	HPCL1_PIG	Hippocalcin-like protein 1	HPCAL1	Sus scrofa (Pig)	193		SUBCELLULAR LOCATION: Membrane {ECO:0000250|UniProtKB:P37235}; Lipid-anchor {ECO:0000250|UniProtKB:P37235}.						NP_001116598.1;			
Q07167	reviewed	SM16_SCHMA	16 kDa calcium-binding protein (Egg antigen SME16)		Schistosoma mansoni (Blood fluke)	143											TISSUE SPECIFICITY: Found in eggs.
Q08121	reviewed	CLYT_CLYGR	Clytin (Phialidin)		Clytia gregaria (Gregarious jellyfish) (Phialidium gregarium)	198											
Q09011	reviewed	CAST_SOLTU	Calcium-binding protein CAST		Solanum tuberosum (Potato)	199										4113.PGSC0003DMT400071219;	
Q09665	reviewed	TNNC2_CAEEL	Troponin C, isoform 2	tnc-2 ZK673.7	Caenorhabditis elegans	160								NP_496251.1;	39930;	6239.ZK673.7;	TISSUE SPECIFICITY: Pharyngeal muscle.
Q0DJ94	reviewed	CML21_ORYSJ	Probable calcium-binding protein CML21 (Calmodulin-like protein 21)	CML21 Os05g0312600 LOC_Os05g24780	Oryza sativa subsp. japonica (Rice)	197								XP_015638475.1;		4530.OS05T0312600-01;	
Q0DJV6	reviewed	CML18_ORYSJ	Probable calcium-binding protein CML18 (Calmodulin-like protein 18)	CML18 Os05g0223000 LOC_Os05g13580 OJ1532_D06.3	Oryza sativa subsp. japonica (Rice)	158										4530.OS05T0223000-01;	
Q0DZP5	reviewed	CML17_ORYSJ	Probable calcium-binding protein CML17 (Calmodulin-like protein 17)	CML17 Os02g0606600 LOC_Os02g39380	Oryza sativa subsp. japonica (Rice)	164								XP_015623975.1;		39947.Q0DZP5;	
Q0JC44	reviewed	CML22_ORYSJ	Probable calcium-binding protein CML22 (Calmodulin-like protein 22)	CML22 Os04g0492800 LOC_Os04g41540 OJ990528_30.6 OSJNBb0091E11.1	Oryza sativa subsp. japonica (Rice)	250								XP_015634267.1;		4530.OS04T0492800-01;	
Q0JNL7	reviewed	CALM3_ORYSJ	Calmodulin-3 (CaM-3)	CAM3 Os01g0279300 LOC_Os01g17190 OsJ_001265 OsJ_01307 P0003H10.4	Oryza sativa subsp. japonica (Rice)	149								XP_015621336.1;	795940;	4530.OS01T0279300-01;	
Q0VCC0	reviewed	CAYP1_BOVIN	Calcyphosin (Calcyphosine)	CAPS	Bos taurus (Bovine)	189		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.						NP_001069892.1;		9913.ENSBTAP00000007972;	
Q0VFG3	reviewed	SEGN_XENTR	Secretagogin	scgn	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	271		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.						NP_001072782.1;		8364.ENSXETP00000062154;	
Q10131	reviewed	CEX1_CAEEL	Calexcitin-1	cex-1 F56D1.6	Caenorhabditis elegans	204								NP_495034.1;	51118;	6239.F56D1.6;	
Q10LX4	reviewed	CML27_ORYSJ	Probable calcium-binding protein CML27 (Calmodulin-like protein 27)	CML27 Os03g0331700 LOC_Os03g21380	Oryza sativa subsp. japonica (Rice)	190								XP_015627778.1;		4530.OS03T0331700-02;	
Q11083	reviewed	YT67_CAEEL	Uncharacterized calcium-binding protein B0563.7	B0563.7	Caenorhabditis elegans	229								NP_509544.1;		6239.B0563.7;	
Q16981	reviewed	NCS1_APLCA	Neuronal calcium sensor 1 (NCS-1) (Aplycalcin)		Aplysia californica (California sea hare)	191								NP_001191468.1;			
Q16982	reviewed	NECX_APLCA	Neurocalcin		Aplysia californica (California sea hare)	193								NP_001191469.1;			
Q17133	reviewed	MLE_BRAFL	Myosin, essential light chain (Myosin light chain alkali)		Branchiostoma floridae (Florida lancelet) (Amphioxus)	149								XP_002603233.1;		7739.XP_002603233.1;	
Q17QM6	reviewed	EFHD1_BOVIN	EF-hand domain-containing protein D1 (EF-hand domain-containing protein 1) (Swiprosin-2)	EFHD1	Bos taurus (Bovine)	236		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:Q9D4J1}.						NP_001069300.1;		9913.ENSBTAP00000019429;	
Q19529	reviewed	CMC3_CAEEL	Probable calcium-binding mitochondrial carrier F17E5.2	F17E5.2	Caenorhabditis elegans	531		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.		TRANSMEM 248..265; /note="Helical; Name=1"; /evidence="ECO:0000255"; TRANSMEM 303..322; /note="Helical; Name=2"; /evidence="ECO:0000255"; TRANSMEM 348..361; /note="Helical; Name=3"; /evidence="ECO:0000255"; TRANSMEM 399..418; /note="Helical; Name=4"; /evidence="ECO:0000255"; TRANSMEM 441..458; /note="Helical; Name=5"; /evidence="ECO:0000255"; TRANSMEM 500..517; /note="Helical; Name=6"; /evidence="ECO:0000255"				NP_510081.3;	46304;	6239.F17E5.2;	
Q1A7B1	reviewed	TNNC3_BLAGE	Troponin C, isoallergen Bla g 6.0301 (allergen Bla g 6.0301)		Blattella germanica (German cockroach) (Blatta germanica)	154											
Q1A7B2	reviewed	TNNC2_BLAGE	Troponin C, isoallergen Bla g 6.0201 (allergen Bla g 6.0201)		Blattella germanica (German cockroach) (Blatta germanica)	151											
Q1A7B3	reviewed	TNNC1_BLAGE	Troponin C, isoallergen Bla g 6.0101 (NACP) (allergen Bla g 6.0101)		Blattella germanica (German cockroach) (Blatta germanica)	151											
Q1HPS0	reviewed	MLR_BOMMO	Myosin regulatory light chain 2 (MLC-2)		Bombyx mori (Silk moth)	201								NP_001091813.1;		7091.BGIBMGA002259-TA;	
Q23688	reviewed	FCA1_CRIFA	Putative flagellar calcium-binding protein	CABP	Crithidia fasciculata	63		SUBCELLULAR LOCATION: Cell projection, cilium, flagellum {ECO:0000305}.									
Q24399	reviewed	MLC1_DROMA	Myosin light chain alkali	Mlc1	Drosophila mauritiana (Fruit fly)	82											
Q24621	reviewed	MLC1_DROPS	Myosin light chain alkali	Mlc1 GA18996	Drosophila pseudoobscura pseudoobscura (Fruit fly)	155								XP_001357894.2;XP_003736281.1;		7237.FBpp0282721;	
Q24654	reviewed	MLC1_DROSI	Myosin light chain alkali	Mlc1 GD18066	Drosophila simulans (Fruit fly)	155								XP_016036617.1 [Q24654-1];XP_016036618.1 [Q24654-2];		7240.Q24654;	
Q24695	reviewed	MLC1_DROTE	Myosin light chain alkali	Mlc1	Drosophila teissieri (Fruit fly)	82											
Q24756	reviewed	MLC1_DROVI	Myosin light chain alkali	Mlc1	Drosophila virilis (Fruit fly)	155								XP_002055989.2 [Q24756-1];XP_015026000.1 [Q24756-2];		7244.FBpp0225105;	
Q24766	reviewed	MLC1_DROYA	Myosin light chain alkali	Mlc1	Drosophila yakuba (Fruit fly)	82										7245.FBpp0255559;	
Q25088	reviewed	CLSS_HAEMA	Calsensin (LAN3-6 antigen)		Haemopis marmorata (Green horse leech)	83		SUBCELLULAR LOCATION: Cytoplasm.			STRAND 17..19; /evidence="ECO:0007829|PDB:1YX7"; STRAND 21..23; /evidence="ECO:0007829|PDB:1YX7"; STRAND 60..62; /evidence="ECO:0007829|PDB:1YX7"	HELIX 8..16; /evidence="ECO:0007829|PDB:1YX7"; HELIX 26..36; /evidence="ECO:0007829|PDB:1YX7"; HELIX 48..55; /evidence="ECO:0007829|PDB:1YX7"; HELIX 68..79; /evidence="ECO:0007829|PDB:1YX7"	TURN 40..47; /evidence="ECO:0007829|PDB:1YX7"; TURN 56..58; /evidence="ECO:0007829|PDB:1YX7"				TISSUE SPECIFICITY: Selectively expressed in a small group of neurons.
Q27052	reviewed	FCA1_TRYRA	Flagellar calcium-binding protein	FCABP	Trypanosoma rangeli	204		SUBCELLULAR LOCATION: Cell projection, cilium, flagellum.									
Q27709	reviewed	OBL_OBELO	Obelin (OBL)		Obelia longissima (Black sea hydrozoan) (Laomedea longissima)	195					STRAND 33..35; /evidence="ECO:0007829|PDB:1SL9"; STRAND 82..84; /evidence="ECO:0007829|PDB:7O3U"; STRAND 125..131; /evidence="ECO:0007829|PDB:4MRY"; STRAND 143..145; /evidence="ECO:0007829|PDB:4N1G"; STRAND 164..166; /evidence="ECO:0007829|PDB:4MRY"	HELIX 3..5; /evidence="ECO:0007829|PDB:4N1G"; HELIX 16..29; /evidence="ECO:0007829|PDB:1QV0"; HELIX 39..48; /evidence="ECO:0007829|PDB:1QV0"; HELIX 50..53; /evidence="ECO:0007829|PDB:1QV0"; HELIX 58..74; /evidence="ECO:0007829|PDB:1QV0"; HELIX 85..104; /evidence="ECO:0007829|PDB:1QV0"; HELIX 110..121; /evidence="ECO:0007829|PDB:1QV0"; HELIX 132..142; /evidence="ECO:0007829|PDB:1QV0"; HELIX 148..157; /evidence="ECO:0007829|PDB:1QV0"; HELIX 168..179; /evidence="ECO:0007829|PDB:1QV0"; HELIX 184..186; /evidence="ECO:0007829|PDB:1QV0"	TURN 187..192; /evidence="ECO:0007829|PDB:1QV0"				
Q28IM6	reviewed	HPCL1_XENTR	Hippocalcin-like protein 1	hpcal1 TNeu142p12.1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	193								NP_001037893.1;		8364.ENSXETP00000007606;	
Q2QVI1	reviewed	CML28_ORYSJ	Probable calcium-binding protein CML28 (Calmodulin-like protein 28)	CML28 Os12g0228800 LOC_Os12g12730	Oryza sativa subsp. japonica (Rice)	172										4530.OS12T0228800-01;	
Q2QY10	reviewed	CBP_ORYSJ	Calcium-binding protein CBP (OsCBP)	CBP LOC_Os12g04240 Os12g0137100 OsJ_35159 OSNPB_120137100	Oryza sativa subsp. japonica (Rice)	292										4530.OS12T0137100-01;	
Q2QYW1	reviewed	CML25_ORYSJ	Probable calcium-binding protein CML25/26 (Calmodulin-like protein 25/26)	CML25 Os11g0105000 LOC_Os11g01390 OsJ_033568; CML26 Os12g0104900 LOC_Os12g01400 OsJ_033577	Oryza sativa subsp. japonica (Rice)	149								XP_015616610.1;XP_015619490.1;		4530.OS11T0105000-00;	
Q2R1Z5	reviewed	CML6_ORYSJ	Putative calmodulin-like protein 6	CML6 Os11g0586200 LOC_Os11g37550 OsJ_033072	Oryza sativa subsp. japonica (Rice)	170										4530.OS11T0586200-00;	
Q2T9P0	reviewed	EFCB3_BOVIN	EF-hand calcium-binding domain-containing protein 3	EFCAB3	Bos taurus (Bovine)	438								NP_001033230.1;		9913.ENSBTAP00000009115;	
Q338P8	reviewed	CML8_ORYSJ	Probable calcium-binding protein CML8 (Calmodulin-like protein 8)	CML8 Os10g0389000 LOC_Os10g25010	Oryza sativa subsp. japonica (Rice)	191								XP_015612802.1;		4530.OS10T0389000-01;	
Q38305	reviewed	TMP_BPLC2	Probable tape measure protein (TMP) (Gene product 110) (gp110)	l10	Lactococcus phage c2	706								NP_043558.1;			
Q39419	reviewed	POLC4_BETPN	Polcalcin Bet v 4 (Calcium-binding pollen allergen Bet v 4) (allergen Bet v 4)	BETV4	Betula pendula (European white birch) (Betula verrucosa)	85					STRAND 24..27; /evidence="ECO:0007829|PDB:1H4B"	HELIX 6..19; /evidence="ECO:0007829|PDB:1H4B"; HELIX 29..36; /evidence="ECO:0007829|PDB:1H4B"; HELIX 37..39; /evidence="ECO:0007829|PDB:1H4B"; HELIX 44..54; /evidence="ECO:0007829|PDB:1H4B"; HELIX 64..73; /evidence="ECO:0007829|PDB:1H4B"; HELIX 75..84; /evidence="ECO:0007829|PDB:1H4B"					
Q39752	reviewed	CALM_FAGSY	Calmodulin (CaM)	CAMF1 CAMF-1	Fagus sylvatica (Beechnut)	148											
Q3C2C4	reviewed	PRVB_TRAJP	Parvalbumin beta (Dark muscle parvalbumin) (aji-DPA) (White muscle parvalbumin) (aji-WPA) (allergen Tra j 1)		Trachurus japonicus (Japanese jack mackerel)	107											TISSUE SPECIFICITY: Expressed in both white and dark muscles (at protein level). About five times lower expression in the dark muscle than in the white muscle (at protein level). {ECO:0000269|PubMed:16436146}.
Q3SB08	reviewed	CALGL_PSEPO	Calglandulin		Pseudechis porphyriacus (Red-bellied black snake)	156		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}. Note=Not found in venom. {ECO:0000250}.									TISSUE SPECIFICITY: Expressed by the venom gland.
Q3SB09	reviewed	CALGL_PSEAU	Calglandulin		Pseudechis australis (Mulga snake) (King brown snake)	156		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}. Note=Not found in venom. {ECO:0000250}.									TISSUE SPECIFICITY: Expressed by the venom gland.
Q3SB10	reviewed	CALGL_HOPST	Calglandulin		Hoplocephalus stephensii (Stephens' banded snake)	156		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}. Note=Not found in venom. {ECO:0000250}.									TISSUE SPECIFICITY: Expressed by the venom gland.
Q3SB11	reviewed	CALGL_TROCA	Calglandulin		Tropidechis carinatus (Australian rough-scaled snake)	156		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}. Note=Not found in venom. {ECO:0000250}.									TISSUE SPECIFICITY: Expressed by the venom gland.
Q3SB12	reviewed	CALGL_NOTSC	Calglandulin		Notechis scutatus scutatus (Mainland tiger snake) (Common tiger snake)	156		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}. Note=Not found in venom. {ECO:0000250}.									TISSUE SPECIFICITY: Expressed by the venom gland.
Q3SB13	reviewed	CALGL_PSETE	Calglandulin		Pseudonaja textilis (Eastern brown snake)	156		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}. Note=Not found in venom. {ECO:0000250}.									TISSUE SPECIFICITY: Expressed by the venom gland.
Q3SB14	reviewed	CALGL_OXYMI	Calglandulin		Oxyuranus microlepidotus (Inland taipan) (Diemenia microlepidota)	156		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}. Note=Not found in venom. {ECO:0000250}.									TISSUE SPECIFICITY: Expressed by the venom gland.
Q3SB15	reviewed	CALGL_OXYSC	Calglandulin		Oxyuranus scutellatus scutellatus (Australian taipan) (Coastal taipan)	156		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}. Note=Not found in venom. {ECO:0000250}.									TISSUE SPECIFICITY: Expressed by the venom gland.
Q3SEK0	reviewed	CATR5_PARTE	Caltractin ICL1e (Centrin-5)	Icl1e GSPATT00007681001	Paramecium tetraurelia	174		SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}. Note=ICL, innermost fibrous network of the cortical cytoskeleton. {ECO:0000250}.						XP_001437943.1;		5888.CAK70546;	
Q3SEK2	reviewed	CATR6_PARTE	Caltractin ICL1f (Centrin-6)	Icl1f GSPATT00026240001	Paramecium tetraurelia	183		SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}. Note=ICL, innermost fibrous network of the cortical cytoskeleton. {ECO:0000250}.						XP_001461290.1;		5888.CAK93917;	
Q3T0E8	reviewed	CALL4_BOVIN	Calmodulin-like protein 4	CALML4	Bos taurus (Bovine)	153								NP_001029843.1;		9913.ENSBTAP00000036380;	
Q3ZBY3	reviewed	CALB2_BOVIN	Calretinin (CR)	CALB2	Bos taurus (Bovine)	271								NP_001030365.1;		9913.ENSBTAP00000001426;	
Q40302	reviewed	CALM_MACPY	Calmodulin (CaM)		Macrocystis pyrifera (Giant kelp) (Fucus pyrifer)	149											
Q41420	reviewed	CALM3_SOLTU	Putative calmodulin-3 (CaM-3)	PCM3	Solanum tuberosum (Potato)	124										4113.PGSC0003DMT400097662;	TISSUE SPECIFICITY: Not detected in the organs tested.
Q4R4N4	reviewed	NCALD_MACFA	Neurocalcin-delta	NCALD QccE-15702	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	193								NP_001271504.1;XP_005563889.1;XP_005563890.1;XP_015310239.1;		9541.XP_005576627.1;	
Q4R5F7	reviewed	VISL1_MACFA	Visinin-like protein 1 (VILIP)	VSNL1 QnpA-13023	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	191								NP_001272200.1;XP_005576563.1;		9541.XP_005576562.1;	
Q4R736	reviewed	SPT21_MACFA	Spermatogenesis-associated protein 21	SPATA21 QtsA-16425	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	696								NP_001272246.1;		9541.XP_005544721.1;	
Q54LX0	reviewed	CBPM_DICDI	Calcium-binding protein M	cbpM DDB_G0286371	Dictyostelium discoideum (Social amoeba)	183								XP_637710.1;		44689.DDB0231014;	
Q54QT8	reviewed	CBPG_DICDI	Calcium-binding protein G (Calcium-binding protein 7)	cbpG cpb7 DDB_G0283609	Dictyostelium discoideum (Social amoeba)	169								XP_638935.1;		44689.DDB0191382;	
Q54QT9	reviewed	CBPF_DICDI	Calcium-binding protein F (Calcium-binding protein 6)	cbpF cbp6 DDB_G0283611	Dictyostelium discoideum (Social amoeba)	174								XP_638934.1;		44689.DDB0191383;	
Q54QU0	reviewed	CBPFL_DICDI	Calcium-binding protein F-like (Calcium-binding protein 12)	cbp12 DDB_G0283645	Dictyostelium discoideum (Social amoeba)	171								XP_638933.1;		44689.DDB0235288;	
